Date,Day,Building_Name,Building_Type,Time_Slot,Occupancy_Count,Electricity_Consumed_kWh,Peak_Demand_kW,Temperature_C,Renewable_Energy_kWh,Grid_Energy_kWh,Cost_Per_kWh,Total_Cost_INR,Carbon_Emission_kg,Holiday_Flag
2025-11-09,Sunday,Mechanical Lab,Laboratory,Afternoon,39,582,145.5,26,120,462,8,4656,323.4,Yes
2025-11-09,Sunday,Mechanical Lab,Laboratory,Evening,34,409,102.2,26,42,367,8,3272,256.9,Yes
2025-11-09,Sunday,Mechanical Lab,Laboratory,Night,67,192,48,26,0,192,8,1536,134.4,Yes
2025-11-09,Sunday,Civil Block,Academic,Morning,193,172,43,26,33,139,8,1376,97.3,Yes
2025-11-09,Sunday,Civil Block,Academic,Afternoon,155,272,68,26,58,214,8,2176,149.8,Yes
2025-11-09,Sunday,Civil Block,Academic,Evening,101,151,37.8,26,22,129,8,1208,90.3,Yes
2025-11-09,Sunday,Civil Block,Academic,Night,131,98,24.5,26,0,98,8,784,68.6,Yes
2025-11-09,Sunday,Library,Library,Morning,113,208,52,26,23,185,8,1664,129.5,Yes
2025-11-09,Sunday,Library,Library,Afternoon,125,246,61.5,26,42,204,8,1968,142.8,Yes
2025-11-09,Sunday,Library,Library,Evening,67,185,46.2,26,36,149,8,1480,104.3,Yes
2025-11-09,Sunday,Library,Library,Night,87,83,20.8,26,0,83,8,664,58.1,Yes
2025-11-09,Sunday,Administration,Administration,Morning,32,121,30.2,26,25,96,8,968,67.2,Yes
2025-11-09,Sunday,Administration,Administration,Afternoon,32,212,53,26,24,188,8,1696,131.6,Yes
2025-11-09,Sunday,Administration,Administration,Evening,12,126,31.5,26,21,105,8,1008,73.5,Yes
2025-11-09,Sunday,Administration,Administration,Night,41,73,18.2,26,0,73,8,584,51.1,Yes
2025-11-09,Sunday,Hostel A,Hostel,Morning,348,309,77.2,26,34,275,8,2472,192.5,Yes
2025-11-09,Sunday,Hostel A,Hostel,Afternoon,351,399,99.8,26,56,343,8,3192,240.1,Yes
2025-11-09,Sunday,Hostel A,Hostel,Evening,438,309,77.2,26,37,272,8,2472,190.4,Yes
2025-11-09,Sunday,Hostel A,Hostel,Night,392,151,37.8,26,0,151,8,1208,105.7,Yes
2025-11-09,Sunday,Hostel B,Hostel,Morning,255,334,83.5,26,32,302,8,2672,211.4,Yes
2025-11-09,Sunday,Hostel B,Hostel,Afternoon,493,396,99,26,59,337,8,3168,235.9,Yes
2025-11-09,Sunday,Hostel B,Hostel,Evening,401,284,71,26,50,234,8,2272,163.8,Yes
2025-11-09,Sunday,Hostel B,Hostel,Night,515,137,34.2,26,0,137,8,1096,95.9,Yes
2025-11-09,Sunday,Cafeteria,Cafeteria,Morning,47,196,49,26,16,180,8,1568,126,Yes
2025-11-09,Sunday,Cafeteria,Cafeteria,Afternoon,143,211,52.8,26,33,178,8,1688,124.6,Yes
2025-11-09,Sunday,Cafeteria,Cafeteria,Evening,57,140,35,26,17,123,8,1120,86.1,Yes
2025-11-09,Sunday,Cafeteria,Cafeteria,Night,105,90,22.5,26,0,90,8,720,63,Yes
2025-11-10,Monday,CSE Block,Academic,Morning,333,208,52,32,29,179,8,1664,125.3,No
2025-11-10,Monday,CSE Block,Academic,Afternoon,172,285,71.2,32,36,249,8,2280,174.3,No
2025-11-10,Monday,CSE Block,Academic,Evening,296,180,45,32,26,154,8,1440,107.8,No
2025-11-10,Monday,CSE Block,Academic,Night,262,88,22,32,0,88,8,704,61.6,No
2025-11-10,Monday,ECE Block,Academic,Morning,309,231,57.8,32,20,211,8,1848,147.7,No
2025-11-10,Monday,ECE Block,Academic,Afternoon,413,265,66.2,32,23,242,8,2120,169.4,No
2025-11-10,Monday,ECE Block,Academic,Evening,435,187,46.8,32,40,147,8,1496,102.9,No
2025-11-10,Monday,ECE Block,Academic,Night,284,79,19.8,32,0,79,8,632,55.3,No
2025-11-10,Monday,EEE Block,Academic,Morning,169,217,54.2,32,27,190,8,1736,133,No
2025-11-10,Monday,EEE Block,Academic,Afternoon,200,255,63.8,32,45,210,8,2040,147,No
2025-11-10,Monday,EEE Block,Academic,Evening,260,197,49.2,32,21,176,8,1576,123.2,No
2025-11-10,Monday,EEE Block,Academic,Night,354,103,25.8,32,0,103,8,824,72.1,No
2025-11-10,Monday,Mechanical Lab,Laboratory,Morning,124,443,110.8,32,94,349,8,3544,244.3,No
2025-11-10,Monday,Mechanical Lab,Laboratory,Afternoon,153,609,152.2,32,85,524,8,4872,366.8,No
2025-11-10,Monday,Mechanical Lab,Laboratory,Evening,168,403,100.8,32,53,350,8,3224,245,No
2025-11-10,Monday,Mechanical Lab,Laboratory,Night,148,192,48,32,0,192,8,1536,134.4,No
2025-11-10,Monday,Civil Block,Academic,Morning,331,211,52.8,32,46,165,8,1688,115.5,No
2025-11-10,Monday,Civil Block,Academic,Afternoon,408,260,65,32,28,232,8,2080,162.4,No
2025-11-10,Monday,Civil Block,Academic,Evening,179,163,40.8,32,18,145,8,1304,101.5,No
2025-11-10,Monday,Civil Block,Academic,Night,237,66,16.5,32,0,66,8,528,46.2,No
2025-11-10,Monday,Library,Library,Morning,160,184,46,32,19,165,8,1472,115.5,No
2025-11-10,Monday,Library,Library,Afternoon,127,262,65.5,32,49,213,8,2096,149.1,No
2025-11-10,Monday,Library,Library,Evening,282,144,36,32,30,114,8,1152,79.8,No
2025-11-10,Monday,Library,Library,Night,221,69,17.2,32,0,69,8,552,48.3,No
2025-11-10,Monday,Administration,Administration,Morning,50,170,42.5,32,24,146,8,1360,102.2,No
2025-11-10,Monday,Administration,Administration,Afternoon,34,201,50.2,32,21,180,8,1608,126,No
2025-11-10,Monday,Administration,Administration,Evening,54,137,34.2,32,17,120,8,1096,84,No
2025-11-10,Monday,Administration,Administration,Night,100,63,15.8,32,0,63,8,504,44.1,No
2025-11-10,Monday,Hostel A,Hostel,Morning,549,341,85.2,32,45,296,8,2728,207.2,No
2025-11-10,Monday,Hostel A,Hostel,Afternoon,539,444,111,32,79,365,8,3552,255.5,No
2025-11-10,Monday,Hostel A,Hostel,Evening,517,286,71.5,32,55,231,8,2288,161.7,No
2025-11-10,Monday,Hostel A,Hostel,Night,489,149,37.2,32,0,149,8,1192,104.3,No
2025-11-10,Monday,Hostel B,Hostel,Morning,407,308,77,32,31,277,8,2464,193.9,No
2025-11-10,Monday,Hostel B,Hostel,Afternoon,253,409,102.2,32,56,353,8,3272,247.1,No
2025-11-10,Monday,Hostel B,Hostel,Evening,485,309,77.2,32,59,250,8,2472,175,No
2025-11-10,Monday,Hostel B,Hostel,Night,432,121,30.2,32,0,121,8,968,84.7,No
2025-11-10,Monday,Cafeteria,Cafeteria,Morning,125,172,43,32,23,149,8,1376,104.3,No
2025-11-10,Monday,Cafeteria,Cafeteria,Afternoon,96,211,52.8,32,43,168,8,1688,117.6,No
2025-11-10,Monday,Cafeteria,Cafeteria,Evening,289,183,45.8,32,29,154,8,1464,107.8,No
2025-11-10,Monday,Cafeteria,Cafeteria,Night,88,72,18,32,0,72,8,576,50.4,No
2025-11-11,Tuesday,CSE Block,Academic,Morning,265,211,52.8,27,33,178,8,1688,124.6,No
2025-11-11,Tuesday,CSE Block,Academic,Afternoon,221,300,75,27,54,246,8,2400,172.2,No
2025-11-11,Tuesday,CSE Block,Academic,Evening,412,202,50.5,27,43,159,8,1616,111.3,No
2025-11-11,Tuesday,CSE Block,Academic,Night,207,80,20,27,0,80,8,640,56,No
2025-11-11,Tuesday,ECE Block,Academic,Morning,180,207,51.8,27,18,189,8,1656,132.3,No
2025-11-11,Tuesday,ECE Block,Academic,Afternoon,186,291,72.8,27,62,229,8,2328,160.3,No
2025-11-11,Tuesday,ECE Block,Academic,Evening,361,191,47.8,27,24,167,8,1528,116.9,No
2025-11-11,Tuesday,ECE Block,Academic,Night,225,108,27,27,0,108,8,864,75.6,No
2025-11-11,Tuesday,EEE Block,Academic,Morning,361,222,55.5,27,46,176,8,1776,123.2,No
2025-11-11,Tuesday,EEE Block,Academic,Afternoon,327,286,71.5,27,43,243,8,2288,170.1,No
2025-11-11,Tuesday,EEE Block,Academic,Evening,392,190,47.5,27,25,165,8,1520,115.5,No
2025-11-11,Tuesday,EEE Block,Academic,Night,292,68,17,27,0,68,8,544,47.6,No
2025-11-11,Tuesday,Mechanical Lab,Laboratory,Morning,152,436,109,27,48,388,8,3488,271.6,No
2025-11-11,Tuesday,Mechanical Lab,Laboratory,Afternoon,116,596,149,27,116,480,8,4768,336,No
2025-11-11,Tuesday,Mechanical Lab,Laboratory,Evening,101,408,102,27,36,372,8,3264,260.4,No
2025-11-11,Tuesday,Mechanical Lab,Laboratory,Night,118,176,44,27,0,176,8,1408,123.2,No
2025-11-11,Tuesday,Civil Block,Academic,Morning,160,175,43.8,27,24,151,8,1400,105.7,No
2025-11-11,Tuesday,Civil Block,Academic,Afternoon,198,248,62,27,51,197,8,1984,137.9,No
2025-11-11,Tuesday,Civil Block,Academic,Evening,192,183,45.8,27,18,165,8,1464,115.5,No
2025-11-11,Tuesday,Civil Block,Academic,Night,300,67,16.8,27,0,67,8,536,46.9,No
2025-11-11,Tuesday,Library,Library,Morning,147,194,48.5,27,24,170,8,1552,119,No
2025-11-11,Tuesday,Library,Library,Afternoon,200,250,62.5,27,29,221,8,2000,154.7,No
2025-11-11,Tuesday,Library,Library,Evening,290,142,35.5,27,21,121,8,1136,84.7,No
2025-11-11,Tuesday,Library,Library,Night,201,65,16.2,27,0,65,8,520,45.5,No
2025-11-11,Tuesday,Administration,Administration,Morning,43,138,34.5,27,26,112,8,1104,78.4,No
2025-11-11,Tuesday,Administration,Administration,Afternoon,108,197,49.2,27,40,157,8,1576,109.9,No
2025-11-11,Tuesday,Administration,Administration,Evening,72,155,38.8,27,21,134,8,1240,93.8,No
2025-11-11,Tuesday,Administration,Administration,Night,60,62,15.5,27,0,62,8,496,43.4,No
2025-11-11,Tuesday,Hostel A,Hostel,Morning,473,332,83,27,49,283,8,2656,198.1,No
2025-11-11,Tuesday,Hostel A,Hostel,Afternoon,312,413,103.2,27,38,375,8,3304,262.5,No
2025-11-11,Tuesday,Hostel A,Hostel,Evening,379,315,78.8,27,25,290,8,2520,203,No
2025-11-11,Tuesday,Hostel A,Hostel,Night,289,110,27.5,27,0,110,8,880,77,No
2025-11-11,Tuesday,Hostel B,Hostel,Morning,345,322,80.5,27,66,256,8,2576,179.2,No
2025-11-11,Tuesday,Hostel B,Hostel,Afternoon,425,417,104.2,27,78,339,8,3336,237.3,No
2025-11-11,Tuesday,Hostel B,Hostel,Evening,525,296,74,27,34,262,8,2368,183.4,No
2025-11-11,Tuesday,Hostel B,Hostel,Night,550,127,31.8,27,0,127,8,1016,88.9,No
2025-11-11,Tuesday,Cafeteria,Cafeteria,Morning,207,174,43.5,27,26,148,8,1392,103.6,No
2025-11-11,Tuesday,Cafeteria,Cafeteria,Afternoon,83,218,54.5,27,43,175,8,1744,122.5,No
2025-11-11,Tuesday,Cafeteria,Cafeteria,Evening,259,181,45.2,27,19,162,8,1448,113.4,No
2025-11-11,Tuesday,Cafeteria,Cafeteria,Night,171,84,21,27,0,84,8,672,58.8,No
2025-11-12,Wednesday,CSE Block,Academic,Morning,393,228,57,28,45,183,8,1824,128.1,No
2025-11-12,Wednesday,CSE Block,Academic,Afternoon,270,302,75.5,28,39,263,8,2416,184.1,No
2025-11-12,Wednesday,CSE Block,Academic,Evening,242,209,52.2,28,39,170,8,1672,119,No
2025-11-12,Wednesday,CSE Block,Academic,Night,395,85,21.2,28,0,85,8,680,59.5,No
2025-11-12,Wednesday,ECE Block,Academic,Morning,195,225,56.2,28,49,176,8,1800,123.2,No
2025-11-12,Wednesday,ECE Block,Academic,Afternoon,343,264,66,28,32,232,8,2112,162.4,No
2025-11-12,Wednesday,ECE Block,Academic,Evening,168,196,49,28,20,176,8,1568,123.2,No
2025-11-12,Wednesday,ECE Block,Academic,Night,353,98,24.5,28,0,98,8,784,68.6,No
2025-11-12,Wednesday,EEE Block,Academic,Morning,229,199,49.8,28,17,182,8,1592,127.4,No
2025-11-12,Wednesday,EEE Block,Academic,Afternoon,207,256,64,28,44,212,8,2048,148.4,No
2025-11-12,Wednesday,EEE Block,Academic,Evening,192,164,41,28,31,133,8,1312,93.1,No
2025-11-12,Wednesday,EEE Block,Academic,Night,236,84,21,28,0,84,8,672,58.8,No
2025-11-12,Wednesday,Mechanical Lab,Laboratory,Morning,119,439,109.8,28,82,357,8,3512,249.9,No
2025-11-12,Wednesday,Mechanical Lab,Laboratory,Afternoon,171,593,148.2,28,63,530,8,4744,371,No
2025-11-12,Wednesday,Mechanical Lab,Laboratory,Evening,83,419,104.8,28,56,363,8,3352,254.1,No
2025-11-12,Wednesday,Mechanical Lab,Laboratory,Night,155,180,45,28,0,180,8,1440,126,No
2025-11-12,Wednesday,Civil Block,Academic,Morning,411,173,43.2,28,18,155,8,1384,108.5,No
2025-11-12,Wednesday,Civil Block,Academic,Afternoon,208,259,64.8,28,29,230,8,2072,161,No
2025-11-12,Wednesday,Civil Block,Academic,Evening,416,194,48.5,28,28,166,8,1552,116.2,No
2025-11-12,Wednesday,Civil Block,Academic,Night,407,79,19.8,28,0,79,8,632,55.3,No
2025-11-12,Wednesday,Library,Library,Morning,279,192,48,28,41,151,8,1536,105.7,No
2025-11-12,Wednesday,Library,Library,Afternoon,159,233,58.2,28,19,214,8,1864,149.8,No
2025-11-12,Wednesday,Library,Library,Evening,216,157,39.2,28,17,140,8,1256,98,No
2025-11-12,Wednesday,Library,Library,Night,160,74,18.5,28,0,74,8,592,51.8,No
2025-11-12,Wednesday,Administration,Administration,Morning,28,150,37.5,28,24,126,8,1200,88.2,No
2025-11-12,Wednesday,Administration,Administration,Afternoon,90,163,40.8,28,22,141,8,1304,98.7,No
2025-11-12,Wednesday,Administration,Administration,Evening,36,144,36,28,16,128,8,1152,89.6,No
2025-11-12,Wednesday,Administration,Administration,Night,86,37,9.2,28,0,37,8,296,25.9,No
2025-11-12,Wednesday,Hostel A,Hostel,Morning,528,311,77.8,28,47,264,8,2488,184.8,No
2025-11-12,Wednesday,Hostel A,Hostel,Afternoon,314,445,111.2,28,50,395,8,3560,276.5,No
2025-11-12,Wednesday,Hostel A,Hostel,Evening,366,305,76.2,28,52,253,8,2440,177.1,No
2025-11-12,Wednesday,Hostel A,Hostel,Night,547,115,28.8,28,0,115,8,920,80.5,No
2025-11-12,Wednesday,Hostel B,Hostel,Morning,513,291,72.8,28,51,240,8,2328,168,No
2025-11-12,Wednesday,Hostel B,Hostel,Afternoon,444,422,105.5,28,38,384,8,3376,268.8,No
2025-11-12,Wednesday,Hostel B,Hostel,Evening,348,288,72,28,30,258,8,2304,180.6,No
2025-11-12,Wednesday,Hostel B,Hostel,Night,411,133,33.2,28,0,133,8,1064,93.1,No
2025-11-12,Wednesday,Cafeteria,Cafeteria,Morning,214,184,46,28,20,164,8,1472,114.8,No
2025-11-12,Wednesday,Cafeteria,Cafeteria,Afternoon,124,225,56.2,28,20,205,8,1800,143.5,No
2025-11-12,Wednesday,Cafeteria,Cafeteria,Evening,173,158,39.5,28,24,134,8,1264,93.8,No
2025-11-12,Wednesday,Cafeteria,Cafeteria,Night,329,89,22.2,28,0,89,8,712,62.3,No
2025-11-13,Thursday,CSE Block,Academic,Morning,385,231,57.8,24,30,201,8,1848,140.7,No
2025-11-13,Thursday,CSE Block,Academic,Afternoon,301,314,78.5,24,62,252,8,2512,176.4,No
2025-11-13,Thursday,CSE Block,Academic,Evening,198,188,47,24,26,162,8,1504,113.4,No
2025-11-13,Thursday,CSE Block,Academic,Night,403,73,18.2,24,0,73,8,584,51.1,No
2025-11-13,Thursday,ECE Block,Academic,Morning,184,223,55.8,24,36,187,8,1784,130.9,No
2025-11-13,Thursday,ECE Block,Academic,Afternoon,263,274,68.5,24,48,226,8,2192,158.2,No
2025-11-13,Thursday,ECE Block,Academic,Evening,386,204,51,24,29,175,8,1632,122.5,No
2025-11-13,Thursday,ECE Block,Academic,Night,402,111,27.8,24,0,111,8,888,77.7,No
2025-11-13,Thursday,EEE Block,Academic,Morning,209,185,46.2,24,21,164,8,1480,114.8,No
2025-11-13,Thursday,EEE Block,Academic,Afternoon,444,262,65.5,24,27,235,8,2096,164.5,No
2025-11-13,Thursday,EEE Block,Academic,Evening,371,208,52,24,35,173,8,1664,121.1,No
2025-11-13,Thursday,EEE Block,Academic,Night,225,78,19.5,24,0,78,8,624,54.6,No
2025-11-13,Thursday,Mechanical Lab,Laboratory,Morning,110,443,110.8,24,96,347,8,3544,242.9,No
2025-11-13,Thursday,Mechanical Lab,Laboratory,Afternoon,139,596,149,24,64,532,8,4768,372.4,No
2025-11-13,Thursday,Mechanical Lab,Laboratory,Evening,140,404,101,24,77,327,8,3232,228.9,No
2025-11-13,Thursday,Mechanical Lab,Laboratory,Night,109,163,40.8,24,0,163,8,1304,114.1,No
2025-11-13,Thursday,Civil Block,Academic,Morning,388,173,43.2,24,19,154,8,1384,107.8,No
2025-11-13,Thursday,Civil Block,Academic,Afternoon,417,237,59.2,24,49,188,8,1896,131.6,No
2025-11-13,Thursday,Civil Block,Academic,Evening,362,197,49.2,24,28,169,8,1576,118.3,No
2025-11-13,Thursday,Civil Block,Academic,Night,284,94,23.5,24,0,94,8,752,65.8,No
2025-11-13,Thursday,Library,Library,Morning,126,199,49.8,24,25,174,8,1592,121.8,No
2025-11-13,Thursday,Library,Library,Afternoon,109,250,62.5,24,24,226,8,2000,158.2,No
2025-11-13,Thursday,Library,Library,Evening,215,159,39.8,24,28,131,8,1272,91.7,No
2025-11-13,Thursday,Library,Library,Night,102,90,22.5,24,0,90,8,720,63,No
2025-11-13,Thursday,Administration,Administration,Morning,86,159,39.8,24,27,132,8,1272,92.4,No
2025-11-13,Thursday,Administration,Administration,Afternoon,77,199,49.8,24,18,181,8,1592,126.7,No
2025-11-13,Thursday,Administration,Administration,Evening,106,126,31.5,24,10,116,8,1008,81.2,No
2025-11-13,Thursday,Administration,Administration,Night,23,49,12.2,24,0,49,8,392,34.3,No
2025-11-13,Thursday,Hostel A,Hostel,Morning,493,319,79.8,24,41,278,8,2552,194.6,No
2025-11-13,Thursday,Hostel A,Hostel,Afternoon,381,408,102,24,49,359,8,3264,251.3,No
2025-11-13,Thursday,Hostel A,Hostel,Evening,407,316,79,24,64,252,8,2528,176.4,No
2025-11-13,Thursday,Hostel A,Hostel,Night,323,130,32.5,24,0,130,8,1040,91,No
2025-11-13,Thursday,Hostel B,Hostel,Morning,269,307,76.8,24,29,278,8,2456,194.6,No
2025-11-13,Thursday,Hostel B,Hostel,Afternoon,396,392,98,24,66,326,8,3136,228.2,No
2025-11-13,Thursday,Hostel B,Hostel,Evening,433,274,68.5,24,28,246,8,2192,172.2,No
2025-11-13,Thursday,Hostel B,Hostel,Night,334,142,35.5,24,0,142,8,1136,99.4,No
2025-11-13,Thursday,Cafeteria,Cafeteria,Morning,256,156,39,24,17,139,8,1248,97.3,No
2025-11-13,Thursday,Cafeteria,Cafeteria,Afternoon,254,225,56.2,24,42,183,8,1800,128.1,No
2025-11-13,Thursday,Cafeteria,Cafeteria,Evening,175,181,45.2,24,38,143,8,1448,100.1,No
2025-11-13,Thursday,Cafeteria,Cafeteria,Night,347,51,12.8,24,0,51,8,408,35.7,No
2025-11-14,Friday,CSE Block,Academic,Morning,159,239,59.8,27,43,196,8,1912,137.2,No
2025-11-14,Friday,CSE Block,Academic,Afternoon,350,284,71,27,45,239,8,2272,167.3,No
2025-11-14,Friday,CSE Block,Academic,Evening,273,178,44.5,27,22,156,8,1424,109.2,No
2025-11-14,Friday,CSE Block,Academic,Night,339,91,22.8,27,0,91,8,728,63.7,No
2025-11-14,Friday,ECE Block,Academic,Morning,294,203,50.8,27,44,159,8,1624,111.3,No
2025-11-14,Friday,ECE Block,Academic,Afternoon,228,286,71.5,27,44,242,8,2288,169.4,No
2025-11-14,Friday,ECE Block,Academic,Evening,155,179,44.8,27,30,149,8,1432,104.3,No
2025-11-14,Friday,ECE Block,Academic,Night,404,104,26,27,0,104,8,832,72.8,No
2025-11-14,Friday,EEE Block,Academic,Morning,315,196,49,27,26,170,8,1568,119,No
2025-11-14,Friday,EEE Block,Academic,Afternoon,162,274,68.5,27,25,249,8,2192,174.3,No
2025-11-14,Friday,EEE Block,Academic,Evening,228,172,43,27,22,150,8,1376,105,No
2025-11-14,Friday,EEE Block,Academic,Night,298,89,22.2,27,0,89,8,712,62.3,No
2025-11-14,Friday,Mechanical Lab,Laboratory,Morning,118,463,115.8,27,67,396,8,3704,277.2,No
2025-11-14,Friday,Mechanical Lab,Laboratory,Afternoon,163,588,147,27,82,506,8,4704,354.2,No
2025-11-14,Friday,Mechanical Lab,Laboratory,Evening,132,396,99,27,56,340,8,3168,238,No
2025-11-14,Friday,Mechanical Lab,Laboratory,Night,147,195,48.8,27,0,195,8,1560,136.5,No
2025-11-14,Friday,Civil Block,Academic,Morning,244,184,46,27,28,156,8,1472,109.2,No
2025-11-14,Friday,Civil Block,Academic,Afternoon,339,260,65,27,39,221,8,2080,154.7,No
2025-11-14,Friday,Civil Block,Academic,Evening,252,162,40.5,27,30,132,8,1296,92.4,No
2025-11-14,Friday,Civil Block,Academic,Night,337,78,19.5,27,0,78,8,624,54.6,No
2025-11-14,Friday,Library,Library,Morning,145,189,47.2,27,21,168,8,1512,117.6,No
2025-11-14,Friday,Library,Library,Afternoon,231,227,56.8,27,36,191,8,1816,133.7,No
2025-11-14,Friday,Library,Library,Evening,213,170,42.5,27,33,137,8,1360,95.9,No
2025-11-14,Friday,Library,Library,Night,101,73,18.2,27,0,73,8,584,51.1,No
2025-11-14,Friday,Administration,Administration,Morning,117,125,31.2,27,26,99,8,1000,69.3,No
2025-11-14,Friday,Administration,Administration,Afternoon,83,168,42,27,35,133,8,1344,93.1,No
2025-11-14,Friday,Administration,Administration,Evening,42,121,30.2,27,13,108,8,968,75.6,No
2025-11-14,Friday,Administration,Administration,Night,66,36,9,27,0,36,8,288,25.2,No
2025-11-14,Friday,Hostel A,Hostel,Morning,401,318,79.5,27,49,269,8,2544,188.3,No
2025-11-14,Friday,Hostel A,Hostel,Afternoon,466,441,110.2,27,64,377,8,3528,263.9,No
2025-11-14,Friday,Hostel A,Hostel,Evening,319,289,72.2,27,57,232,8,2312,162.4,No
2025-11-14,Friday,Hostel A,Hostel,Night,384,137,34.2,27,0,137,8,1096,95.9,No
2025-11-14,Friday,Hostel B,Hostel,Morning,474,306,76.5,27,41,265,8,2448,185.5,No
2025-11-14,Friday,Hostel B,Hostel,Afternoon,334,389,97.2,27,85,304,8,3112,212.8,No
2025-11-14,Friday,Hostel B,Hostel,Evening,549,284,71,27,27,257,8,2272,179.9,No
2025-11-14,Friday,Hostel B,Hostel,Night,369,106,26.5,27,0,106,8,848,74.2,No
2025-11-14,Friday,Cafeteria,Cafeteria,Morning,330,158,39.5,27,21,137,8,1264,95.9,No
2025-11-14,Friday,Cafeteria,Cafeteria,Afternoon,173,218,54.5,27,45,173,8,1744,121.1,No
2025-11-14,Friday,Cafeteria,Cafeteria,Evening,108,180,45,27,31,149,8,1440,104.3,No
2025-11-14,Friday,Cafeteria,Cafeteria,Night,143,88,22,27,0,88,8,704,61.6,No
2025-11-15,Saturday,CSE Block,Academic,Morning,85,214,53.5,38,22,192,8,1712,134.4,Yes
2025-11-15,Saturday,CSE Block,Academic,Afternoon,75,299,74.8,38,62,237,8,2392,165.9,Yes
2025-11-15,Saturday,CSE Block,Academic,Evening,134,209,52.2,38,31,178,8,1672,124.6,Yes
2025-11-15,Saturday,CSE Block,Academic,Night,181,80,20,38,0,80,8,640,56,Yes
2025-11-15,Saturday,ECE Block,Academic,Morning,109,219,54.8,38,27,192,8,1752,134.4,Yes
2025-11-15,Saturday,ECE Block,Academic,Afternoon,181,294,73.5,38,32,262,8,2352,183.4,Yes
2025-11-15,Saturday,ECE Block,Academic,Evening,178,197,49.2,38,20,177,8,1576,123.9,Yes
2025-11-15,Saturday,ECE Block,Academic,Night,109,86,21.5,38,0,86,8,688,60.2,Yes
2025-11-15,Saturday,EEE Block,Academic,Morning,112,231,57.8,38,44,187,8,1848,130.9,Yes
2025-11-15,Saturday,EEE Block,Academic,Afternoon,158,284,71,38,40,244,8,2272,170.8,Yes
2025-11-15,Saturday,EEE Block,Academic,Evening,138,188,47,38,27,161,8,1504,112.7,Yes
2025-11-15,Saturday,EEE Block,Academic,Night,167,93,23.2,38,0,93,8,744,65.1,Yes
2025-11-15,Saturday,Mechanical Lab,Laboratory,Morning,52,462,115.5,38,71,391,8,3696,273.7,Yes
2025-11-15,Saturday,Mechanical Lab,Laboratory,Afternoon,66,610,152.5,38,68,542,8,4880,379.4,Yes
2025-11-15,Saturday,Mechanical Lab,Laboratory,Evening,46,400,100,38,60,340,8,3200,238,Yes
2025-11-15,Saturday,Mechanical Lab,Laboratory,Night,68,168,42,38,0,168,8,1344,117.6,Yes
2025-11-15,Saturday,Civil Block,Academic,Morning,196,198,49.5,38,39,159,8,1584,111.3,Yes
2025-11-15,Saturday,Civil Block,Academic,Afternoon,92,270,67.5,38,22,248,8,2160,173.6,Yes
2025-11-15,Saturday,Civil Block,Academic,Evening,135,186,46.5,38,32,154,8,1488,107.8,Yes
2025-11-15,Saturday,Civil Block,Academic,Night,130,91,22.8,38,0,91,8,728,63.7,Yes
2025-11-15,Saturday,Library,Library,Morning,129,196,49,38,37,159,8,1568,111.3,Yes
2025-11-15,Saturday,Library,Library,Afternoon,94,236,59,38,26,210,8,1888,147,Yes
2025-11-15,Saturday,Library,Library,Evening,130,183,45.8,38,20,163,8,1464,114.1,Yes
2025-11-15,Saturday,Library,Library,Night,92,84,21,38,0,84,8,672,58.8,Yes
2025-11-15,Saturday,Administration,Administration,Morning,21,133,33.2,38,18,115,8,1064,80.5,Yes
2025-11-15,Saturday,Administration,Administration,Afternoon,9,167,41.8,38,30,137,8,1336,95.9,Yes
2025-11-15,Saturday,Administration,Administration,Evening,49,149,37.2,38,18,131,8,1192,91.7,Yes
2025-11-15,Saturday,Administration,Administration,Night,32,78,19.5,38,0,78,8,624,54.6,Yes
2025-11-15,Saturday,Hostel A,Hostel,Morning,535,309,77.2,38,48,261,8,2472,182.7,Yes
2025-11-15,Saturday,Hostel A,Hostel,Afternoon,442,405,101.2,38,48,357,8,3240,249.9,Yes
2025-11-15,Saturday,Hostel A,Hostel,Evening,549,280,70,38,29,251,8,2240,175.7,Yes
2025-11-15,Saturday,Hostel A,Hostel,Night,387,127,31.8,38,0,127,8,1016,88.9,Yes
2025-11-15,Saturday,Hostel B,Hostel,Morning,409,324,81,38,42,282,8,2592,197.4,Yes
2025-11-15,Saturday,Hostel B,Hostel,Afternoon,540,403,100.8,38,82,321,8,3224,224.7,Yes
2025-11-15,Saturday,Hostel B,Hostel,Evening,252,261,65.2,38,55,206,8,2088,144.2,Yes
2025-11-15,Saturday,Hostel B,Hostel,Night,497,135,33.8,38,0,135,8,1080,94.5,Yes
2025-11-15,Saturday,Cafeteria,Cafeteria,Morning,57,173,43.2,38,25,148,8,1384,103.6,Yes
2025-11-15,Saturday,Cafeteria,Cafeteria,Afternoon,133,249,62.2,38,26,223,8,1992,156.1,Yes
2025-11-15,Saturday,Cafeteria,Cafeteria,Evening,42,154,38.5,38,29,125,8,1232,87.5,Yes
2025-11-15,Saturday,Cafeteria,Cafeteria,Night,72,96,24,38,0,96,8,768,67.2,Yes
2025-11-16,Sunday,CSE Block,Academic,Morning,113,247,61.8,30,53,194,8,1976,135.8,Yes
2025-11-16,Sunday,CSE Block,Academic,Afternoon,141,292,73,30,39,253,8,2336,177.1,Yes
2025-11-16,Sunday,CSE Block,Academic,Evening,198,221,55.2,30,29,192,8,1768,134.4,Yes
